clean_desc,variety
sweet light sweet black fruit acidity wood,Red Blend
apple citrus,Chardonnay
sweet honey acidity,Riesling
apple,Nebbiolo
wood fruit black rich sweet,Bordeaux-style Red Blend
berry fruit acidity,Bordeaux-style Red Blend
tannin rich berry,Malbec
crisp apple apple,Albariño
rich acidity wood,Portuguese Red
light cherry,Pinot Noir
pear fruit fruit fruit oak,Pinot Gris
rich red berry acidity,Portuguese Red
earth structure acidity cherry crisp vanilla,Tempranillo Blend
black pepper,Red Blend
dry acidity black cherry,Cabernet Sauvignon
dry cherry berry,Merlot
dry acidity fruit,Chardonnay
sweet red red pepper pepper,Pinot Noir
rich spicy sweet acidity,Rosé
mineral rich black,Malbec
cherry,Red Blend
oak fruit cherry,Red Blend
fruit white,Red Blend
crisp acidity,Portuguese White
mineral crisp apple white,Sparkling Blend
creamy rich acidity,Portuguese White
pear rich light acidity,Chardonnay
oak crisp acidity dry,Chenin Blanc
crisp rich citrus apple fruit dry,Sauvignon Blanc
spicy pear crisp citrus light,Pinot Gris
fruit citrus,Sauvignon Blanc
sweet,Red Blend
rich fruit,Chardonnay
sweet fruit black cherry,Shiraz
crisp acidity,White Blend
dry,Bordeaux-style Red Blend
sweet berry red fruit,Syrah
fruit oak,Pinot Noir
creamy acidity,Sauvignon Blanc
crisp acidity,Sauvignon Blanc
vanilla citrus spicy citrus vanilla white fruit,Chardonnay
spicy fruit citrus fruit acid white,Chardonnay
rich honey oak pepper,Viognier
apple sweet,Riesling
fruit oak fruit vanilla oak acidity,Chardonnay
oak mineral berry crisp red berry dry,Carmenère
fruit sweet fruit citrus,Viognier
acidity,Sauvignon Blanc
light fruit red apple white fruit,Viognier
berry,Malbec
dry light,Rosé
fruit creamy,Sparkling Blend
oak white pepper sweet apple vanilla,Chardonnay
fruit,Pinot Noir
crisp,Pinot Noir
lemon acidity citrus crisp,Bordeaux-style White Blend
sweet fruit oak rich,Merlot
structure acidity black,Bordeaux-style Red Blend
berry earth black,Malbec
black red cherry dry,Port
fruit creamy structure,White Blend
white fruit apple citrus mineral,Albariño
berry vanilla berry vanilla,Tempranillo
crisp mineral citrus,Bordeaux-style White Blend
crisp citrus red,Bordeaux-style White Blend
mineral white pear,Bordeaux-style White Blend
crisp light fruit,Bordeaux-style White Blend
light black red,Bordeaux-style Red Blend
acidity,Bordeaux-style Red Blend
red acidity light,Bordeaux-style Red Blend
black cherry red,Red Blend
spicy cherry apple spicy,Rhône-style Red Blend
sweet honey pear oak acidity,Chardonnay
cherry,Cabernet Sauvignon
red berry structure,Port
red berry berry,Red Blend
light light cherry pepper,Pinot Noir
berry black fruit,Malbec
mineral black,Portuguese Red
fruit berry fruit,Shiraz
rich fruit vanilla,Cabernet Sauvignon
acidity black fruit,Bordeaux-style Red Blend
apple apple creamy,Albariño
vanilla honey fruit pear acidity wood,Chardonnay
dry cherry fruit acidity,Pinot Noir
berry vanilla oak dry,Bordeaux-style Red Blend
earth vanilla dry fruit,Bordeaux-style Red Blend
oak berry fruit,Merlot
black lemon rich sweet,Red Blend
black fruit oak,Cabernet Sauvignon
vanilla,Shiraz
rich black berry sweet acidity,Portuguese Red
cherry fruit vanilla oak,Red Blend
rich dry black pepper,Syrah
citrus light crisp black cherry red,Red Blend
rich fruit sweet rich,Cabernet Sauvignon
oak oak,Malbec
white dry crisp white,White Blend
fruit spicy oak apple pear sweet,Chenin Blanc
sweet light spicy acidity,Sauvignon Blanc
dry spicy rich,Cabernet Sauvignon
red berry fruit spicy,Cabernet Franc
citrus white pepper acidity apple pepper,Sauvignon Blanc
red crisp acidity,Bordeaux-style Red Blend
rich wood wood wood black fruit acidity,Bordeaux-style Red Blend
crisp acidity citrus apple honey,Sauvignon Blanc
dry,Bordeaux-style Red Blend
lemon fruit crisp acidity sweet,Sauvignon Blanc
fruit wood rich,Bordeaux-style Red Blend
rich,Chardonnay
black wood dry,Bordeaux-style Red Blend
fruit honey pepper,Viognier
rich rich acidity,Barbera
acidity citrus fruit honey sweet,Sauvignon Blanc
fruit vanilla sweet,Malbec
fruit acidity light fruit sweet,Champagne Blend
acidity rich spicy,Cabernet Sauvignon
sweet black,Bordeaux-style Red Blend
acidity citrus,Sauvignon Blanc
cherry earth rich,Barbera
fruit dry structure,Bordeaux-style Red Blend
black fruit oak berry oak,Carmenère
oak red berry,Cabernet Franc
sweet cherry,Pinot Noir
oak vanilla,Cabernet Sauvignon
light red acidity dry,Cabernet Franc
berry black fruit,Cabernet Sauvignon
sweet dry crisp acidity,Rosé
rich fruit pear creamy acidity,Chardonnay
oak earth fruit acidity,Nebbiolo
vanilla oak,Petite Sirah
oak rich,Cabernet Sauvignon
acid,Petite Sirah
red sweet dry,Rhône-style Red Blend
mineral citrus apple,Riesling
rich,Zinfandel
fruit structure,Portuguese Red
oak acidity oak apple,Chardonnay
black cherry red berry,Cabernet Sauvignon
wood fruit acidity,Portuguese White
spicy cherry berry fruit,Pinot Noir
white fruit fruit crisp acidity,Portuguese White
structure red fruit acidity,Portuguese Red
light fruit,Pinot Noir
light fruit,Pinot Noir
rich black cherry,Red Blend
red fruit acidity wood,Port
apple citrus,Sauvignon Blanc
apple sweet acidity,Chardonnay
acidity rich cherry fruit,Pinot Noir
cherry acidity,Carmenère
berry fruit,Rosé
acidity oak,White Blend
red fruit berry oak,Cabernet Sauvignon
rich fruit wood,Chardonnay
fruit crisp red berry acidity,Pinot Noir
rich lemon vanilla apple rich,Chardonnay
fruit black pepper,"Corvina, Rondinella, Molinara"
light,Pinot Noir
fruit rich cherry red,Pinot Noir
black cherry black,Syrah
structure cherry tannin acid,Grenache
structure citrus oak,Viognier
sweet oak,Bordeaux-style Red Blend
citrus,Chardonnay
structure acidity,Chardonnay
apple acidity oak,Chardonnay
rich fruit wood black fruit structure,Pinot Noir
apple crisp acidity,Chardonnay
fruit cherry sweet fruit,"Corvina, Rondinella, Molinara"
black cherry lemon,Petite Sirah
wood fruit rich red,Pinot Noir
fruit oak,"Corvina, Rondinella, Molinara"
red berry,"Corvina, Rondinella, Molinara"
black cherry black fruit,Cabernet Sauvignon
white fruit,Chardonnay
crisp acidity,Chardonnay
fruit rich,"Corvina, Rondinella, Molinara"
wood rich rich,Chardonnay
wood red fruit acidity,Pinot Noir
rich fruit,Chardonnay
fruit acidity structure,Chardonnay
cherry pepper rich sweet,Pinot Noir
mineral black cherry structure,Merlot
cherry spicy acidity,Pinot Noir
rich oak black,Cabernet Sauvignon
cherry,Red Blend
fruit black pepper sweet rich,Cabernet Sauvignon
black cherry,Red Blend
fruit white sweet,Syrah
red black fruit,Cabernet Sauvignon
fruit red black,Pinot Noir
fruit black pepper acidity,Red Blend
black fruit acidity,Pinot Noir
cherry fruit spicy dry rich acidity,Pinot Noir
cherry black fruit,Red Blend
rich dry black pepper fruit,Syrah
spicy fruit,Red Blend
red fruit,Pinot Noir
fruit,Chardonnay
rich wood red berry acidity,Pinot Noir
fruit red berry,Pinot Noir
red berry dry,Pinot Noir
white apple lemon,Chardonnay
fruit,Red Blend
fruit,Cabernet Franc
earth,Syrah
citrus fruit light fruit mineral,Viognier
crisp white pear apple white light acidity,White Blend
red cherry vanilla spicy,Pinot Noir
oak fruit acidity,Chardonnay
black cherry fruit sweet oak dry,Cabernet Sauvignon
dry spicy,Zinfandel
sweet red cherry,Rosé
cherry,Syrah
white,White Blend
light cherry fruit acidity,Pinot Noir
berry structure berry sweet vanilla,Cabernet Sauvignon
oak,Chardonnay
honey dry,Riesling
fruit lemon honey,Riesling
red dry acidity,Pinot Noir
dry dry acidity citrus fruit white vanilla,Sauvignon Blanc
dry crisp pear lemon fruit rich oak,Chardonnay
fruit pepper,Pinot Noir
light cherry acidity,Red Blend
black black berry cherry vanilla rich,Rhône-style Red Blend
dry berry cherry pepper oak,Syrah
cherry black pepper fruit oak,Syrah
rich oak,Chardonnay
sweet,Syrah
pepper sweet citrus acidity crisp,Sauvignon Blanc
white white fruit pear structure,White Blend
light rich sweet dry,Pinot Noir
black cherry cherry,Pinot Noir
citrus acidity fruit,Albariño
berry acidity,Bordeaux-style Red Blend
sweet,Bordeaux-style Red Blend
vanilla light crisp structure,Pinot Noir
black fruit structure black acidity,Bordeaux-style Red Blend
berry fruit light oak,Red Blend
black berry acidity,Malbec
rich sweet,Bordeaux-style Red Blend
rich,Cabernet Sauvignon
white vanilla apple creamy,Albariño
crisp acidity black,Port
pear apple fruit sweet oak crisp acidity,Chardonnay
spicy black acidity rich,Portuguese Red
mineral sweet,Bordeaux-style Red Blend
citrus,Bordeaux-style White Blend
dry,Sparkling Blend
white dry,Riesling
fruit cherry,Sparkling Blend
fruit,Sauvignon Blanc
sweet,Sparkling Blend
cherry berry,Red Blend
sweet black fruit rich acidity,Merlot
cherry red dry,Pinot Noir
cherry fruit acidity,Merlot
acidity spicy,Chardonnay
light lemon citrus acidity crisp,Sauvignon Blanc
light dry apple citrus,Riesling
dry creamy citrus,Pinot Gris
red berry pepper vanilla,Cabernet Sauvignon
sweet,Sauvignon Blanc
sweet,Sauvignon Blanc
mineral crisp,Sauvignon Blanc
fruit light cherry fruit,Pinot Noir
apple,Chardonnay
light,Sauvignon Blanc
red fruit red berry,Pinot Noir
earth,Merlot
black fruit black cherry,Syrah
lemon apple,Sauvignon Blanc
dry crisp acidity,Riesling
cherry fruit sweet oak,Pinot Noir
citrus,Sauvignon Blanc
spicy dry red cherry berry,Cabernet Sauvignon
acidity,Cabernet Sauvignon
red dry sweet,Red Blend
vanilla fruit fruit oak,Syrah
dry berry spicy,Pinot Noir
cherry,Merlot
sweet cherry,Pinot Noir
berry sweet,Zinfandel
fruit rich sweet,Sauvignon Blanc
lemon dry crisp white pepper acidity,Sauvignon Blanc
sweet vanilla,Chardonnay
light white acidity,Chardonnay
red fruit,Red Blend
citrus,Gewürztraminer
fruit,Chardonnay
pear,Chardonnay
sweet pear,Sauvignon Blanc
white,Rosé
sweet cherry,Pinot Noir
sweet spicy black fruit black cherry,Shiraz
earth black pepper berry,Cabernet Sauvignon
white,Barbera
spicy sweet honey vanilla,Sauvignon Blanc
red,Cabernet Sauvignon
white dry crisp acidity citrus vanilla,White Blend
cherry sweet dry spicy acidity,Pinot Noir
dry black cherry oak,Cabernet Franc
earth black fruit,Red Blend
berry cherry crisp berry acidity,Tempranillo
black structure,Bordeaux-style Red Blend
rich black cherry,Pinot Noir
cherry earth,Syrah
fruit berry,Merlot
dry crisp lemon mineral white pepper,Chardonnay
sweet light,Pinot Noir
cherry fruit,Cabernet Sauvignon
cherry berry oak,Merlot
sweet fruit cherry,Zinfandel
rich cherry,Grenache
apple apple sweet,Sparkling Blend
dry mineral acidity,Port
red citrus acidity crisp,Sauvignon Blanc
cherry berry fruit,Cabernet Sauvignon
fruit structure,Cabernet Sauvignon
white acidity fruit crisp,Bordeaux-style White Blend
spicy wood rich black structure wood black acidity,Bordeaux-style Red Blend
rich black dry wood,Bordeaux-style Red Blend
fruit fruit structure,Bordeaux-style Red Blend
structure,Bordeaux-style Red Blend
fruit black berry,Bordeaux-style Red Blend
crisp fruit creamy acidity,Bordeaux-style White Blend
berry earth fruit,Syrah
light,Riesling
cherry pepper oak,Pinot Noir
creamy white citrus spicy,Pinot Grigio
apple pear fruit rich acidity sweet wood red,Chenin Blanc
sweet sweet oak,Cabernet Sauvignon
white apple crisp citrus,Albariño
black fruit rich creamy acidity fruit,Red Blend
black fruit sweet,Cabernet Sauvignon
fruit acidity,Portuguese White
black fruit,Malbec
fruit acidity light sweet oak,Pinot Noir
rich black,Bordeaux-style Red Blend
oak,Cabernet Sauvignon
berry berry structure,Red Blend
fruit berry rich,Rosé
crisp apple citrus fruit crisp,Albariño
rich oak vanilla,Sauvignon Blanc
oak acidity,Cabernet Sauvignon
fruit berry acid earth tannin fruit sweet,Syrah
red pepper cherry,Red Blend
rich rich cherry sweet,Cabernet Sauvignon
wood creamy fruit structure acidity mineral fruit acidity,Portuguese White
acidity fruit,Cabernet Sauvignon
cherry vanilla sweet,Pinot Noir
dry citrus,Viognier
white dry crisp,Sparkling Blend
cherry red,Sparkling Blend
berry,Red Blend
wood citrus fruit acidity crisp,Bordeaux-style White Blend
rich fruit structure black cherry black pepper,Merlot
red fruit sweet structure,Merlot
cherry acidity,Pinot Noir
rich fruit,Cabernet Sauvignon
mineral,Sauvignon Blanc
fruit dry black fruit wood,Bordeaux-style Red Blend
rich dry cherry black pepper acidity,Syrah
vanilla oak fruit,Syrah
pear,Sauvignon Blanc
rich,Chardonnay
cherry light,Carmenère
berry,Malbec
black acidity,Sauvignon Blanc
rich pear vanilla acidity,Sparkling Blend
cherry,Pinot Noir
cherry rich,Red Blend
dry red apple acidity,Champagne Blend
acidity apple,Champagne Blend
rich,Chardonnay
apple acidity crisp,Champagne Blend
black cherry black cherry,Cabernet Sauvignon
oak vanilla,Petite Sirah
acidity,Rosé
fruit cherry acidity,Barbera
red berry creamy berry creamy,Pinot Noir
wood rich creamy,Portuguese White
berry white cherry crisp,Rosé
fruit structure acidity,Portuguese Red
black cherry,Pinot Noir
fruit light pepper,Pinot Noir
cherry crisp acidity,Pinot Noir
red cherry structure,Rhône-style Red Blend
citrus fruit citrus lemon,Viognier
crisp red citrus cherry oak,Pinot Noir
black acidity structure,Bordeaux-style Red Blend
cherry fruit,Pinot Noir
apple apple,Chardonnay
fruit fruit,Cabernet Sauvignon
black dry,Cabernet Sauvignon
oak rich,Syrah
oak fruit black cherry sweet,Red Blend
fruit cherry,Pinot Noir
fruit wood,Chardonnay
berry mineral vanilla earth pepper,Syrah
fruit crisp lemon apple,Sauvignon Blanc
pear fruit,Chardonnay
cherry crisp,Pinot Noir
light red fruit acidity,Tempranillo
light cherry fruit,Pinot Noir
rich fruit oak,Cabernet Sauvignon
cherry,Rosé
fruit acidity rich wood,Chardonnay
berry,"Corvina, Rondinella, Molinara"
red cherry vanilla sweet creamy,"Corvina, Rondinella, Molinara"
fruit honey acidity dry crisp,Riesling
crisp cherry fruit,Pinot Noir
red red rich cherry berry oak fruit,Red Blend
red berry,Zinfandel
berry fruit structure,Bordeaux-style Red Blend
spicy red fruit cherry,"Corvina, Rondinella, Molinara"
citrus dry oak fruit crisp,Tempranillo Blend
red red black wood acidity,Pinot Noir
fruit,Cabernet Sauvignon
rich black fruit black cherry black fruit,Red Blend
acidity,Chardonnay
black,Cabernet Sauvignon
structure rich white fruit,Chardonnay
structure red cherry rich,Pinot Noir
apple acidity structure apple,Chardonnay
fruit,Pinot Noir
honey creamy,White Blend
oak cherry,"Corvina, Rondinella, Molinara"
apple honey white acidity,Riesling
dry tannin acid,Syrah
apple honey creamy honey apple lemon acidity,Riesling
fruit cherry,Syrah
rich wood acidity,Chardonnay
fruit black,Bordeaux-style Red Blend
cherry fruit,Red Blend
fruit rich black structure,Pinot Noir
fruit,Malbec
rich,Pinot Noir
light light pepper dry,Pinot Noir
rich fruit structure,Chardonnay
fruit dry rich apple acidity,Chardonnay
oak black cherry rich,Merlot
berry fruit fruit,Red Blend
rich,Chardonnay
spicy earth citrus,Cabernet Sauvignon
earth structure,Pinot Noir
fruit acidity,Pinot Noir
fruit rich wood,Chardonnay
dry cherry oak,Bordeaux-style Red Blend
spicy black pepper black fruit cherry oak rich,Syrah
black cherry,Pinot Noir
rich cherry,Bordeaux-style Red Blend
black fruit fruit,Cabernet Franc
earth cherry crisp acidity,Pinot Noir
cherry oak berry,Red Blend
acidity wood vanilla,Chardonnay
fruit berry cherry,Bordeaux-style Red Blend
black cherry berry,"Corvina, Rondinella, Molinara"
dry crisp acidity,Pinot Noir
pear apple,Chardonnay
black cherry earth cherry,Merlot
acidity red cherry,Rhône-style Red Blend
acidity apple pear fruit dry honey sweet,Pinot Gris
cherry,Syrah
black acidity dry,Malbec
wood black acidity,Malbec
cherry fruit acidity oak,Pinot Noir
rich pepper,Cabernet Sauvignon
vanilla dry,Sauvignon Blanc
sweet creamy citrus,Gewürztraminer
fruit berry fruit,Malbec
black cherry black pepper,Cabernet Sauvignon
acidity cherry sweet oak,Cabernet Sauvignon
dry,Cabernet Sauvignon
oak fruit rich,Chardonnay
sweet cherry sweet berry,Zinfandel
creamy vanilla berry fruit oak rich,Red Blend
dry spicy,Rhône-style Red Blend
fruit,Sauvignon Blanc
cherry spicy structure sweet,Syrah
red fruit acid red berry,Pinot Noir
cherry oak,Cabernet Franc
white rich apple,White Blend
fruit berry black sweet,Cabernet Sauvignon
dry cherry white pepper oak,Pinot Noir
dry crisp acidity,Sauvignon Blanc
black fruit cherry,Syrah
white acidity,White Blend
sweet oak,Chardonnay
rich fruit,Red Blend
dry crisp acidity,Chardonnay
white sweet creamy pear sweet vanilla,Chardonnay
dry sweet black,Zinfandel
lemon white apple,Sauvignon Blanc
sweet,Merlot
fruit fruit crisp,White Blend
oak sweet pear crisp acidity,Chardonnay
dry acidity oak,Pinot Noir
berry pepper rich,Syrah
lemon apple pear vanilla acidity rich,Chardonnay
rich fruit fruit acidity sweet,Sauvignon Blanc
berry sweet berry,Red Blend
fruit black,Cabernet Sauvignon
fruit pepper,Portuguese Red
light sweet cherry fruit dry tannin,Pinot Noir
fruit citrus,White Blend
rich fruit acidity cherry sweet,Pinot Noir
crisp acidity rich oak fruit honey sweet dry,Chardonnay
acidity cherry pepper sweet,Zinfandel
dry red berry,Zinfandel
cherry earth red,Sparkling Blend
acidity rich,Cabernet Sauvignon
spicy,Red Blend
spicy berry acidity wood rich,Portuguese Red
sweet red honey,Bordeaux-style White Blend
rich oak vanilla,Pinot Noir
light berry fruit acidity,Pinot Noir
rich cherry oak light,Pinot Noir
cherry fruit,Red Blend
rich fruit dry,Pinot Noir
dry cherry pepper,Pinot Noir
lemon crisp,Sauvignon Blanc
citrus oak oak wood sweet vanilla fruit,Chardonnay
black fruit,Merlot
butter earth,Merlot
red acidity,Pinot Noir
sweet vanilla,Zinfandel
dry,Sauvignon Blanc
structure berry dry,Zinfandel
fruit,Chardonnay
earth fruit,Nebbiolo
red red cherry fruit dry red,Red Blend
pear apple pear creamy sweet,Chardonnay
acidity,Chardonnay
citrus fruit,White Blend
cherry fruit,Pinot Noir
berry,Red Blend
lemon,Sauvignon Blanc
sweet citrus sweet white,Riesling
sweet vanilla acidity,Chardonnay
pepper,Syrah
berry black sweet fruit oak spicy,Carmenère
spicy black black,Cabernet Sauvignon
sweet creamy honey vanilla,Viognier
rich sweet,Bordeaux-style Red Blend
fruit structure wood black,Bordeaux-style Red Blend
berry spicy,Cabernet Sauvignon
berry,Cabernet Sauvignon
red fruit dry,Tempranillo
